#  i    j     Ez     Tz    Tzl
   9   16    3.1    3.1    3.1
   9   17    3.0    3.0    3.0
   9   18    3.0    3.0    3.0
   9   19    3.0    3.0    3.0
   9   20    3.1    4.1    3.1
   9   21    3.8    4.3    3.8
   9   22    2.7    2.7    2.7
   9   23    3.1    3.1    3.1
   9   24    2.3    2.3    2.3
   9   25    1.5    1.5    1.5
   9   26    1.4    1.4    1.4
   9   27    1.5    1.5    1.5
   9   28    3.2    3.2    3.2
   9   29    6.7    6.7    6.7
   9   30    4.5    4.5    4.5
   9   31    4.0    4.0    4.0
   9   32    4.1    4.1    4.1
   9   33    4.1    4.1    4.1
   9   34    4.1    4.1    4.1
   9   35    4.1    4.1    4.1
   9   36    4.1    4.1    4.1
   9   37    4.1    4.1    4.1
   9   38    4.2    4.2    4.2
   9   39    4.2    4.2    4.2
   9   40    4.1    4.1    4.1
   9   41    4.1    4.1    4.1
   9   42    4.1    4.1    4.1
   9   43    4.2    4.2    4.2
   9   44    4.2    4.2    4.2
   9   45    4.2    4.2    4.2
   9   46    4.2    4.2    4.2
   9   47    4.3    4.3    4.3
   9   48    4.6    4.6    4.6
   9   49    4.7    4.7    4.7
   9   50    4.7    4.7    4.7
   9   51    4.8    4.8    4.8
   9   52    4.9    4.9    4.9
   9   53    4.9    4.9    4.9
   9   54    4.9    4.9    4.9
   9   55    4.8    4.8    4.8
   9   56    4.7    4.7    4.7
   9   57    4.5    4.5    4.5
   9   58    4.3    4.3    4.3
   9   59    4.4    4.4    4.4
   9   60    4.0    4.0    4.0
   9   61    3.4    3.4    3.4
   9   62    2.9    2.9    2.9
   9   63    2.5    2.5    2.5
   9   64    2.4    2.4    2.4
   9   65    2.4    2.4    2.4
   9   66    2.5    2.5    2.5
   9   67    4.1    4.1    4.1
   9   68    5.7    5.7    5.7
   9   69    7.5    7.5    7.5
   9   70    6.2    6.2    6.2
   9   71    6.0    6.0    6.0
   9   72    6.6    6.6    6.6
   9   73    6.8    6.8    6.8
   9   74    6.8    6.8    6.8
   9   75    6.9    6.9    6.9
   9   76    7.1    7.1    7.1
   9   77    8.4    8.4    8.4
   9   78    7.3    7.3    7.3
   9   79    7.7    7.7    7.7
   9   80    8.4    8.4    8.4
   9   81    9.7    9.7    9.7
   9   82    9.0    9.0    9.0
   9   83    8.7    8.7    8.7
   9   84    8.9    8.9    8.9
   9   85    9.1    9.1    9.1
   9   86    9.1    9.1    9.1
   9   87    9.2    9.2    9.2
   9   88    9.3    9.3    9.3
   9   89    9.2    9.2    9.2
   9   90    9.0    9.0    9.0
   9   91    9.2    9.2    9.2
   9   92    8.9    8.9    8.9
   9   93    3.7    3.7    3.7
   9   94    6.4    6.4    6.4
   9   95    5.9    5.9    5.9
   9   96    5.3    5.3    5.3
   9   97    5.2    5.2    5.2
   9   98    5.0    5.0    5.0
   9   99    4.7    4.7    4.7
   9  100    4.6    4.6    4.6
  10    1    2.6    2.6    2.6
  10    2    2.6   20.6    2.6
  10    3    2.6   23.2    2.6
  10    4    2.7   23.2    2.7
  10    5    2.6   23.2    2.6
  10    6    2.2    4.8    2.2
  10    7    2.1   17.7    2.1
  10    8    2.2    8.0    2.2
  10    9    2.0    2.0    2.0
  10   10    2.0    2.0    2.0
  10   11    2.2    2.2    2.2
  10   12    2.4    2.4    2.4
  10   13    1.7    1.7    1.7
  10   14    1.5    1.5    1.5
  10   15    2.3    2.3    2.3
  10   16    2.5    2.5    2.5
  10   17    2.8    2.8    2.8
  10   18    3.2    3.2    3.2
  10   19    3.1    3.1    3.1
  10   20    3.1    3.9    3.1
  10   21    2.6    3.4    2.6
  10   22    2.4    2.4    2.4
  10   23    2.7    2.7    2.7
  10   24    1.7    1.7    1.7
  10   25    1.5    1.5    1.5
  10   26    1.6    1.6    1.6
  10   27    1.7    1.7    1.7
  10   28    4.8    4.8    4.8
  10   29    5.6    5.6    5.6
  10   30    4.2    4.2    4.2
  10   31    4.1    4.1    4.1
  10   32    4.1    4.1    4.1
  10   33    4.0    4.0    4.0
  10   34    3.9    3.9    3.9
  10   35    4.0    4.0    4.0
  10   36    4.0    4.0    4.0
  10   37    4.0    4.0    4.0
  10   38    4.0    4.0    4.0
  10   39    4.0    4.0    4.0
  10   40    4.0    4.0    4.0
  10   41    4.0    4.0    4.0
  10   42    4.1    4.1    4.1
  10   43    4.1    4.1    4.1
  10   44    4.2    4.2    4.2
  10   45    4.2    4.2    4.2
  10   46    4.0    4.0    4.0
  10   47    4.1    4.1    4.1
  10   48    4.2    4.2    4.2
  10   49    4.5    4.5    4.5
  10   50    4.5    4.5    4.5
  10   51    4.6    4.6    4.6
  10   52    4.7    4.7    4.7
  10   53    4.7    4.7    4.7
  10   54    4.7    4.7    4.7
  10   55    4.7    4.7    4.7
  10   56    4.6    4.6    4.6
  10   57    4.4    4.4    4.4
  10   58    4.3    4.3    4.3
  10   59    4.5    4.5    4.5
  10   60    4.4    4.4    4.4
  10   61    4.3    4.3    4.3
  10   62    4.3    4.3    4.3
  10   63    3.8    3.8    3.8
  10   64    3.3    3.3    3.3
  10   65    2.9    2.9    2.9
  10   66    2.5    2.5    2.5
  10   67    2.3    2.3    2.3
  10   68    2.2    2.2    2.2
  10   69    4.2    4.2    4.2
  10   70    5.2    5.2    5.2
  10   71    5.5    5.5    5.5
  10   72    5.8    5.8    5.8
  10   73    5.6    5.6    5.6
  10   74    5.7    5.7    5.7
  10   75    6.5    6.5    6.5
  10   76    6.6    6.6    6.6
  10   77    6.6    6.6    6.6
  10   78    6.7    6.7    6.7
  10   79    7.3    7.3    7.3
  10   80    7.1    7.1    7.1
  10   81   10.2   10.2   10.2
  10   82    9.0    9.0    9.0
  10   83    8.8    8.8    8.8
  10   84    9.0    9.0    9.0
  10   85    8.9    8.9    8.9
  10   86    9.0    9.0    9.0
  10   87    9.1    9.1    9.1
  10   88    9.2    9.2    9.2
  10   89    9.2    9.2    9.2
  10   90    9.1    9.1    9.1
  10   91    9.2    9.2    9.2
  10   92    8.7    8.7    8.7
  10   93    3.5    3.5    3.5
  10   94    5.7    5.7    5.7
  10   95    6.0    6.0    6.0
  10   96    5.9    5.9    5.9
  10   97    5.7    5.7    5.7
  10   98    5.5    5.5    5.5
  10   99    4.8    4.8    4.8
  10  100    4.5    4.5    4.5
  11    1    2.6   14.2    2.6
  11    2    2.6   23.2    2.6
  11    3    2.6   23.2    2.6
  11    4    2.6   23.2    2.6
  11    5    2.5   20.6    2.5
  11    6    2.1    4.1    2.1
  11    7    2.2   33.2    2.2
  11    8    2.3   31.3    2.3
  11    9    2.2   13.8    2.2
  11   10    2.0    2.0    2.0
  11   11    2.1    2.1    2.1
  11   12    2.0    2.0    2.0
  11   13    1.7    1.7    1.7
  11   14    1.5    1.5    1.5
  11   15    1.3    1.3    1.3
  11   16    1.4    1.4    1.4
  11   17    1.7    1.7    1.7
  11   18    2.4    2.4    2.4
  11   19    2.6    2.6    2.6
  11   20    2.8    2.8    2.8
  11   21    1.3    1.3    1.3
  11   22    2.6    2.6    2.6
  11   23    2.0    2.0    2.0
  11   24    1.6    1.6    1.6
  11   25    1.7    1.7    1.7
  11   26    1.7    1.7    1.7
  11   27    2.0    2.0    2.0
  11   28    5.9    7.2    5.9
  11   29    4.9    4.9    4.9
  11   30    4.0    4.0    4.0
  11   31    4.0    4.0    4.0
  11   32    4.1    4.1    4.1
  11   33    3.9    3.9    3.9
  11   34    3.9    3.9    3.9
  11   35    3.9    3.9    3.9
  11   36    3.9    3.9    3.9
  11   37    3.9    3.9    3.9
  11   38    3.8    3.8    3.8
  11   39    3.9    3.9    3.9
  11   40    4.0    4.0    4.0
  11   41    4.0    4.0    4.0
  11   42    3.9    3.9    3.9
  11   43    4.0    4.0    4.0
  11   44    4.1    4.1    4.1
  11   45    4.1    4.1    4.1
  11   46    3.9    3.9    3.9
  11   47    3.9    3.9    3.9
  11   48    4.0    4.0    4.0
  11   49    4.1    4.1    4.1
  11   50    4.2    4.2    4.2
  11   51    4.3    4.3    4.3
  11   52    4.5    4.5    4.5
  11   53    4.6    4.6    4.6
  11   54    4.6    4.6    4.6
  11   55    4.6    4.6    4.6
  11   56    4.5    4.5    4.5
  11   57    4.3    4.3    4.3
  11   58    4.2    4.2    4.2
  11   59    4.5    4.5    4.5
  11   60    4.6    4.6    4.6
  11   61    4.6    4.6    4.6
  11   62    4.4    4.4    4.4
  11   63    4.3    4.3    4.3
  11   64    4.0    4.0    4.0
  11   65    3.9    3.9    3.9
  11   66    3.0    3.0    3.0
  11   67    3.0    3.0    3.0
  11   68    3.5    3.5    3.5
  11   69    5.1    5.1    5.1
  11   70    4.7    4.7    4.7
  11   71    5.0    5.0    5.0
  11   72    5.4    5.4    5.4
  11   73    4.7    4.7    4.7
  11   74    4.8    4.8    4.8
  11   75    5.1    5.1    5.1
  11   76    5.4    5.4    5.4
  11   77    5.4    5.4    5.4
  11   78    5.6    5.6    5.6
  11   79    5.8    5.8    5.8
  11   80    5.7    5.7    5.7
  11   81    9.4    9.4    9.4
  11   82   10.3   10.3   10.3
  11   83   10.0   10.0   10.0
  11   84    9.8    9.8    9.8
  11   85    8.8    8.8    8.8
  11   86    8.8    8.8    8.8
  11   87    9.0    9.0    9.0
  11   88    9.3    9.3    9.3
  11   89    9.1    9.1    9.1
  11   90    9.2    9.2    9.2
  11   91    9.3    9.3    9.3
  11   92    8.6    8.6    8.6
  11   93    3.5    3.5    3.5
  11   94    5.7    5.7    5.7
  11   95    5.9    5.9    5.9
  11   96    6.0    6.0    6.0
  11   97    5.6    5.6    5.6
  11   98    5.5    5.5    5.5
  11   99    2.8    2.8    2.8
  11  100    2.6    2.6    2.6
  12    1    2.4   21.9    2.4
  12    2    2.6   23.2    2.6
  12    3    2.5   23.2    2.5
  12    4    2.3   23.2    2.3
  12    5    2.2   10.0    2.2
  12    6    2.1   17.6    2.1
  12    7    2.3   33.2    2.3
  12    8    2.3   33.2    2.3
  12    9    2.2   78.3    2.2
  12   10    2.0   81.4    2.0
  12   11    1.9    1.9    1.9
  12   12    1.9    1.9    1.9
  12   13    2.0    2.0    2.0
  12   14    3.7    3.7    3.7
  12   15    3.6    3.6    3.6
  12   16    1.8    1.8    1.8
  12   17    1.1    1.1    1.1
  12   18    1.4    1.4    1.4
  12   19    2.0    2.0    2.0
  12   20    2.5    2.5    2.5
  12   21    1.8    1.8    1.8
  12   22    2.3    2.3    2.3
  12   23    1.6    1.6    1.6
  12   24    1.5    1.5    1.5
  12   25    1.7    1.7    1.7
  12   26    1.8    1.8    1.8
  12   27    4.3    4.3    4.3
  12   28    5.0    8.5    5.0
  12   29    4.5    5.9    4.5
  12   30    4.1    4.1    4.1
  12   31    3.8    3.8    3.8
  12   32    3.9    3.9    3.9
  12   33    4.0    4.0    4.0
  12   34    4.2    4.2    4.2
  12   35    4.0    4.0    4.0
  12   36    3.8    3.8    3.8
  12   37    3.7    3.7    3.7
  12   38    3.7    3.7    3.7
  12   39    3.9    3.9    3.9
  12   40    4.0    4.0    4.0
  12   41    3.8    3.8    3.8
  12   42    3.9    3.9    3.9
  12   43    4.0    4.0    4.0
  12   44    4.0    4.0    4.0
  12   45    4.1    4.1    4.1
  12   46    4.0    4.0    4.0
  12   47    4.0    4.0    4.0
  12   48    4.1    4.1    4.1
  12   49    4.2    4.2    4.2
  12   50    4.1    4.1    4.1
  12   51    4.1    4.1    4.1
  12   52    4.2    4.2    4.2
  12   53    4.3    4.3    4.3
  12   54    4.4    4.4    4.4
  12   55    4.5    4.5    4.5
  12   56    4.4    4.4    4.4
  12   57    4.2    4.2    4.2
  12   58    4.1    4.1    4.1
  12   59    4.2    4.2    4.2
  12   60    4.4    4.4    4.4
  12   61    4.6    4.6    4.6
  12   62    4.6    4.6    4.6
  12   63    4.5    5.2    4.5
  12   64    4.2    4.2    4.2
  12   65    3.6    3.6    3.6
  12   66    1.8    1.8    1.8
  12   67    2.7    2.7    2.7
  12   68    4.7    4.7    4.7
  12   69    5.2    5.2    5.2
  12   70    4.4    4.4    4.4
  12   71    4.8    4.8    4.8
  12   72    5.0    5.0    5.0
  12   73    4.6    4.6    4.6
  12   74    4.4    4.4    4.4
  12   75    4.4    4.4    4.4
  12   76    4.4    4.4    4.4
  12   77    4.6    4.6    4.6
  12   78    5.0    5.0    5.0
  12   79    4.9    4.9    4.9
  12   80    5.1    5.1    5.1
  12   81    5.2    5.2    5.2
  12   82    5.2    5.2    5.2
  12   83    5.7    5.7    5.7
  12   84    9.1    9.1    9.1
  12   85    8.5    8.5    8.5
  12   86    7.9    7.9    7.9
  12   87    8.2    8.2    8.2
  12   88    8.6    8.6    8.6
  12   89    8.8    8.8    8.8
  12   90    8.9    8.9    8.9
  12   91    9.9    9.9    9.9
  12   92    7.9    7.9    7.9
  12   93    3.8    3.8    3.8
  12   94    5.8    5.8    5.8
  12   95    5.8    5.8    5.8
  12   96    5.7    5.7    5.7
  12   97    5.6    5.6    5.6
  12   98    6.0    6.0    6.0
  12   99    2.3    2.3    2.3
  12  100    1.6    1.6    1.6
  13    1    2.6   23.2    2.6
  13    2    2.6   23.2    2.6
  13    3    2.5   23.2    2.5
  13    4    2.3   20.6    2.3
  13    5    2.2    2.2    2.2
  13    6    2.0   30.2    2.0
  13    7    2.1   34.9    2.1
  13    8    2.2   33.2    2.2
  13    9    2.1  134.7    2.1
  13   10    2.0  183.6    2.0
  13   11    2.0  115.5    2.0
  13   12    2.0   13.3    2.0
  13   13    2.0    2.0    2.0
  13   14    2.2    2.2    2.2
  13   15    2.5    2.5    2.5
  13   16    4.0    4.0    4.0
  13   17    4.0    4.0    4.0
  13   18    2.9    2.9    2.9
  13   19    2.2    2.2    2.2
  13   20    2.5    2.5    2.5
  13   21    2.3    2.3    2.3
  13   22    2.1    2.1    2.1
  13   23    1.5    1.5    1.5
  13   24    1.5    1.5    1.5
  13   25    1.6    1.6    1.6
  13   26    2.2    2.2    2.2
  13   27    6.3    6.3    6.3
  13   28    4.4    8.1    4.4
  13   29    4.5    6.3    4.5
  13   30    4.1    4.1    4.1
  13   31    3.6    3.6    3.6
  13   32    3.7    3.7    3.7
  13   33    4.0    4.0    4.0
  13   34    4.0    4.0    4.0
  13   35    3.9    4.6    3.9
  13   36    3.7    3.7    3.7
  13   37    3.7    3.7    3.7
  13   38    3.7    3.7    3.7
  13   39    3.9    3.9    3.9
  13   40    3.8    3.8    3.8
  13   41    3.8    3.8    3.8
  13   42    3.9    3.9    3.9
  13   43    3.9    3.9    3.9
  13   44    3.9    3.9    3.9
  13   45    4.0    4.0    4.0
  13   46    4.1    4.1    4.1
  13   47    4.1    4.1    4.1
  13   48    4.1    4.1    4.1
  13   49    4.1    4.1    4.1
  13   50    4.1    4.1    4.1
  13   51    4.0    4.0    4.0
  13   52    3.9    3.9    3.9
  13   53    4.0    4.0    4.0
  13   54    4.3    4.3    4.3
  13   55    4.4    4.4    4.4
  13   56    4.3    4.3    4.3
  13   57    4.0    4.0    4.0
  13   58    4.0    4.0    4.0
  13   59    3.9    3.9    3.9
  13   60    4.0    4.0    4.0
  13   61    4.2    4.2    4.2
  13   62    4.4    4.4    4.4
  13   63    4.3    4.5    4.3
  13   64    4.0    4.0    4.0
  13   65    2.8    2.8    2.8
  13   66    1.9    1.9    1.9
  13   67    4.6    4.6    4.6
  13   68    4.4    4.4    4.4
  13   69    4.2    4.2    4.2
  13   70    4.2    4.2    4.2
  13   71    4.4    4.4    4.4
  13   72    4.4    4.4    4.4
  13   73    4.3    4.3    4.3
  13   74    4.2    4.2    4.2
  13   75    4.3    4.3    4.3
  13   76    4.3    4.3    4.3
  13   77    4.5    4.5    4.5
  13   78    4.8    4.8    4.8
  13   79    4.7    4.7    4.7
  13   80    5.0    5.0    5.0
  13   81    5.2    5.2    5.2
  13   82    5.0    5.0    5.0
  13   83    5.2    5.2    5.2
  13   84    9.6    9.6    9.6
  13   85    8.8    8.8    8.8
  13   86    7.8    7.8    7.8
  13   87    7.3    7.3    7.3
  13   88    7.7    7.7    7.7
  13   89    8.5    8.5    8.5
  13   90    8.8    8.8    8.8
  13   91    9.5    9.5    9.5
  13   92    3.4    3.4    3.4
  13   93    4.0    4.0    4.0
  13   94    5.8    5.8    5.8
  13   95    5.8    5.8    5.8
  13   96    5.7    5.7    5.7
  13   97    5.7    5.7    5.7
  13   98    5.4    5.4    5.4
  13   99    2.4    2.4    2.4
  13  100    1.6    1.6    1.6
  14    1    2.6   23.2    2.6
  14    2    2.5   23.2    2.5
  14    3    2.5   23.2    2.5
  14    4    2.3   11.4    2.3
  14    5    2.2    5.8    2.2
  14    6    2.2   53.0    2.2
  14    7    2.1   49.4    2.1
  14    8    2.2   61.9    2.2
  14    9    2.1  183.6    2.1
  14   10    2.1  183.6    2.1
  14   11    2.1  183.6    2.1
  14   12    2.1  149.6    2.1
  14   13    2.0   24.7    2.0
  14   14    2.1    2.1    2.1
  14   15    2.2    2.2    2.2
  14   16    2.3    2.3    2.3
  14   17    2.7    2.7    2.7
  14   18    3.0    3.0    3.0
  14   19    2.4    2.4    2.4
  14   20    2.2    2.2    2.2
  14   21    2.2    2.2    2.2
  14   22    1.7    1.7    1.7
  14   23    1.6    1.6    1.6
  14   24    1.9    1.9    1.9
  14   25    1.9    1.9    1.9
  14   26    4.4    4.4    4.4
  14   27    6.2    6.7    6.2
  14   28    4.6    6.3    4.6
  14   29    4.4    8.2    4.4
  14   30    4.0    4.0    4.0
  14   31    3.5    3.5    3.5
  14   32    3.6    3.6    3.6
  14   33    3.7    3.7    3.7
  14   34    3.7    3.7    3.7
  14   35    3.6    3.6    3.6
  14   36    3.6    3.6    3.6
  14   37    3.6    3.6    3.6
  14   38    3.7    3.7    3.7
  14   39    3.6    3.6    3.6
  14   40    3.7    3.7    3.7
  14   41    3.9    3.9    3.9
  14   42    3.9    3.9    3.9
  14   43    3.8    3.8    3.8
  14   44    3.8    3.8    3.8
  14   45    3.9    3.9    3.9
  14   46    4.0    4.0    4.0
  14   47    4.0    4.0    4.0
  14   48    4.0    4.0    4.0
  14   49    4.1    4.1    4.1
  14   50    4.1    4.1    4.1
  14   51    4.1    4.1    4.1
  14   52    4.0    4.0    4.0
  14   53    3.9    3.9    3.9
  14   54    4.1    4.1    4.1
  14   55    4.2    4.2    4.2
  14   56    4.0    4.0    4.0
  14   57    3.8    3.8    3.8
  14   58    3.9    3.9    3.9
  14   59    3.9    3.9    3.9
  14   60    3.8    3.8    3.8
  14   61    3.8    3.8    3.8
  14   62    3.9    3.9    3.9
  14   63    3.8    3.8    3.8
  14   64    3.8    3.8    3.8
  14   65    2.2    2.2    2.2
  14   66    1.9    1.9    1.9
  14   67    4.9    4.9    4.9
  14   68    4.3    4.3    4.3
  14   69    4.2    4.2    4.2
  14   70    4.2    4.2    4.2
  14   71    4.2    4.2    4.2
  14   72    4.2    4.2    4.2
  14   73    4.1    4.1    4.1
  14   74    4.0    4.0    4.0
  14   75    4.1    4.1    4.1
  14   76    4.0    4.0    4.0
  14   77    4.2    4.2    4.2
  14   78    4.3    4.3    4.3
  14   79    4.3    4.3    4.3
  14   80    4.3    4.3    4.3
  14   81    4.7    4.7    4.7
  14   82    4.7    4.7    4.7
  14   83    5.5    5.5    5.5
  14   84   10.3   10.3   10.3
  14   85    9.1    9.1    9.1
  14   86    7.7    7.7    7.7
  14   87    7.1    7.1    7.1
  14   88    7.2    7.2    7.2
  14   89    8.0    8.0    8.0
  14   90    8.4    8.4    8.4
  14   91    9.0    9.0    9.0
  14   92    3.1    3.1    3.1
  14   93    4.3    4.3    4.3
  14   94    5.9    5.9    5.9
  14   95    5.7    5.7    5.7
  14   96    5.5    5.5    5.5
  14   97    5.8    5.8    5.8
  14   98    5.4    5.4    5.4
  14   99    2.5    2.5    2.5
  14  100    1.6    1.6    1.6
  15    1    2.5   10.3    2.5
  15    2    2.5    5.1    2.5
  15    3    2.5   14.2    2.5
  15    4    2.2    3.5    2.2
  15    5    2.4   27.7    2.4
  15    6    2.3   60.3    2.3
  15    7    2.2   60.3    2.2
